원본질문데이터	원본정답데이터	작업자질문데이터	작업자정답데이터	VALUE	property	resource	초기작업번호	보기	작업데이터	OX작업번호	OX작업
'김영옥_(군인)'은(는) 수상내역(으)로 무엇이 있나요?	김영옥_(군인)'은(는) 수상내역(으)로 레종도뇌르_훈장이(가) 있어요.	김영옥이 수상한 상은 무엇인가요?	김영옥이 받은 상은 레종도뇌르 훈장이에요.	레종도뇌르_훈장	수상내역	김영옥_(군인)	97	'김영옥_(군인)'은(는) 수상내역(으)로 무엇이 있나요?	김영옥이 수상한 상은 무엇인가요?	771	"O,O,O"
강감찬'의 출생지은(는) 어디인가요?	'강감찬'의 출생지은(는) 대한민국(이)에요.	강감찬은 어디에서 출생했나요?	강감찬은 대한민국에서 출생했어요.	대한민국	출생지	강감찬	137	강감찬'의 출생지은(는) 어디인가요?	강감찬은 어디에서 출생했나요?	1073	"O,O,O"
서병후'의 출생지는 어디인가요?	서병후'의 출생지는 경성부(이)에요.	서병후는 어디에서 태어났나요?	서병후는 경성부에서 태어났어요.	경성부	출생지	서병후	448	서병후'의 출생지는 경성부(이)에요.	서병후는 경성부에서 태어났어요.	3542	"O,O,O"
그단스크'은(는) 어느 나라에 있나요?	그단스크'은(는) 폴란드에 있어요.	어느 국가에 그단스크가 있나요?	그단스크는 폴란드에 위치해요.	폴란드	국가	그단스크	191	그단스크'은(는) 폴란드에 있어요.	그단스크는 폴란드에 위치해요.	1508	"O,O,O"
'게오르크_루트비히_폰_트라프'의 직업은(는) 무엇인가요?	'게오르크_루트비히_폰_트라프'의 직업은(는) 음악가(이)에요.	게오르크 루트비히 폰 트라프는 어떤 일에 종사하나요?	게오르크 루트비히 폰 트라프는 음악가를 직업으로 삼고 있어요.	음악가	직업	게오르크_루트비히_폰_트라프	104	'게오르크_루트비히_폰_트라프'의 직업은(는) 무엇인가요?	게오르크 루트비히 폰 트라프는 어떤 일에 종사하나요?	831	"O,O,O"
'류선우'의 종교은(는) 무엇인가요?	'류선우'의 종교은(는) 개신교(이)에요.	류선우가 믿는 신앙은 어떤 것인가요?	류선우는 개신교를 믿고 있어요.	개신교	종교	류선우	433	'류선우'의 종교은(는) 개신교(이)에요.	류선우는 개신교를 믿고 있어요.	3422	"O,O,O"
'건양대학교'의 표어은(는) 무엇인가요?	'건양대학교'의 표어은(는) 진리·창조·봉사(이)에요.	건양대학교에는 어떤 표어가 있나요?	건양대학교에는 진리·창조·봉사라는 표어가 있어요.	진리·창조·봉사	표어	건양대학교	395	'건양대학교'의 표어은(는) 진리·창조·봉사(이)에요.	건양대학교에는 진리·창조·봉사라는 표어가 있어요.	3116	"O,O,O"
'강원대학교'의 마스코트은(는) 무엇인가요?	'강원대학교'의 마스코트은(는) 잣나무(백령)(이)에요.	무엇이 강원대학교의 마스코느예요?	잣나무 백령은 가원대학교의 마스코트예요.	잣나무(백령)	마스코트	강원대학교	368	'강원대학교'의 마스코트은(는) 무엇인가요?	무엇이 강원대학교의 마스코느예요?	2911	"X,O,O"
'황순원'의 종교은(는) 무엇인가요?	'황순원'의 종교은(는) 개신교(이)에요.	황순원의 종교 이름은 무엇인가요?	황순원의 종교 이름은 개신교에요.	개신교	종교	황순원	439	'황순원'의 종교은(는) 개신교(이)에요.	황순원의 종교 이름은 개신교에요.	3468	"O,O,O"
"'DMZ,_비무장지대'의 개봉 시기은(는) 언제인가요?"	"'DMZ,_비무장지대'의 개봉 시기은(는) 2004년(이)에요."	"DMZ,_비무장지대의 첫 상영은 언제예요?"	"DMZ,_비무장지대는 2004년에 첫 상영했어요."	2004년	개봉 시기	"DMZ,_비무장지대"	4	"'DMZ,_비무장지대'의 개봉 시기은(는) 언제인가요?"	"DMZ,_비무장지대의 첫 상영은 언제예요?"	31	"O,O,O"
디트로이트'은(는) 어느 나라에 있나요?	디트로이트'은(는) 미국에 있어요.	어느 나라에 디트로이트가 있나요?	미국에 디트로이트가 있어요.	미국	국가	디트로이트	200	디트로이트'은(는) 미국에 있어요.	미국에 디트로이트가 있어요.	1576	"O,O,O"
'2010년_동계_올림픽'의 개회선언은(는) 누가 했나요?	2010년_동계_올림픽'의 개회선언은(는) 미카엘_장이(가) 했어요.	'2010년_동계_올림픽'에서 개회 선언을 한 사람은 누구인가요?	미카엘_장은 '2010년_동계_올림픽'에서 개회 선언을 했어요.	미카엘_장	개회선언	2010년_동계_올림픽	143	'2010년_동계_올림픽'의 개회선언은(는) 누가 했나요?	'2010년_동계_올림픽'에서 개회 선언을 한 사람은 누구인가요?	1121	"O,O,O"
'2016년_하계_올림픽'의 모토은(는) 무엇인가요?	'2016년_하계_올림픽'의 모토은(는) 새로운 세계(이)에요.	2016년 하계 올림픽에서의 모토는 무엇인가요?	2016년 하계 올림픽은 새로운 세계라는 모토를 가지고 있어요.	새로운 세계	모토	2016년_하계_올림픽	167	'2016년_하계_올림픽'의 모토은(는) 무엇인가요?	2016년 하계 올림픽에서의 모토는 무엇인가요?	1313	"O,O,O"
'게이오기주쿠_대학'의 표어은(는) 무엇인가요?	'게이오기주쿠_대학'의 표어은(는) 펜은 칼보다 강하다(이)에요.	게이오기주쿠 대학의 모토는 무엇인가요?	게이오기주쿠 대학은 펜은 칼보다 강하다 라는 표어를 써요.	펜은 칼보다 강하다	표어	게이오기주쿠_대학	396	'게이오기주쿠_대학'의 표어은(는) 펜은 칼보다 강하다(이)에요.	게이오기주쿠 대학은 펜은 칼보다 강하다 라는 표어를 써요.	3126	"O,O,O"
'구_요도_강'의 하구은(는) 어디인가요?	'구_요도_강'의 하구은(는) 오사카_만(이)에요.	구 요도 강은 어디로 흘러가나요?	구 요도 강은 오사카만트로 흘러가요.	오사카_만	하구	구_요도_강	272	'구_요도_강'의 하구은(는) 어디인가요?	구 요도 강은 어디로 흘러가나요?	2145	"A,A,O"
경인교육대학교'은 어느 도시에 있나요?	경인교육대학교'은(는) 인천광역시에 있어요.	어느 도시에 경인교육대학교가 위치하고 있나요?	인천광역시에 경인교육대학교가 위치하고 있어요.	인천광역시	도시	경인교육대학교	359	경인교육대학교'은 어느 도시에 있나요?	어느 도시에 경인교육대학교가 위치하고 있나요?	2839	"O,O,O"
미우라_시온'은(는) 수상내역으로 무엇이 있나요?	미우라_시온'은(는) 수상내역으로 나오키상이(가) 있어요.	어떤 상을 미우라 시온이 받았나요?	나오키상을 미우라 시온이 받았어요.	나오키상	수상내역	미우라_시온	404	미우라_시온'은(는) 수상내역으로 무엇이 있나요?	어떤 상을 미우라 시온이 받았나요?	3187	"O,O,O"
나카야마_다다시'은(는) 어디 소속인가요?	나카야마_다다시' 나고야_대학 소속이에요.	나카야마 다다시의소속은 어디인가요?	나카야마 다다시는 나고야 대학에 속해있어요.	나고야_대학	소속	나카야마_다다시	284	나카야마_다다시'은(는) 어디 소속인가요?	나카야마 다다시의소속은 어디인가요?	2241	"O,O,O"
'1992년_동계_올림픽'의 모토은(는) 무엇인가요?	'1992년_동계_올림픽'의 모토은(는) 공연의 절정(이)에요.	1992년_동계_올림픽은 어떤 모토를 갖고 있나요?	공연의 절정이 1992년_동계_올림픽의 모토에요.	공연의 절정	모토	1992년_동계_올림픽	161	'1992년_동계_올림픽'의 모토은(는) 무엇인가요?	1992년_동계_올림픽은 어떤 모토를 갖고 있나요?	1261	"O,O,O"
'NANA'의 장르은(는) 무엇인가요?	'NANA'의 장르은(는) 드라마(이)에요.	'NANA'의 장르에 대해서 알려주세요	'NANA'의 장르는 드라마에 속해요	드라마	장르	NANA	45	'NANA'의 장르은(는) 무엇인가요?	'NANA'의 장르에 대해서 알려주세요	359	"X,O,O"
'게오르크_루트비히_폰_트라프'은(는) 수상내역(으)로 무엇이 있나요?	게오르크_루트비히_폰_트라프'은(는) 수상내역(으)로 마리아_테레지아_군사훈장이(가) 있어요.	무엇이 게오르크 루트비히 폰 트라프의 수상내역이예요?	마리아 테레지아 군사훈장이 게오르크 루트비히 폰 트라프의 수상내역이예요.	마리아_테레지아_군사훈장	수상내역	게오르크_루트비히_폰_트라프	92	'게오르크_루트비히_폰_트라프'은(는) 수상내역(으)로 무엇이 있나요?	무엇이 게오르크 루트비히 폰 트라프의 수상내역이예요?	735	"O,O,O"
'고다이라_구니히코'은(는) 수상내역(으)로 무엇이 있나요?	고다이라_구니히코'은(는) 수상내역(으)로 울프상이 있어요.	무엇이 고다이라 구니히코의 수상내역인가요?	고아디라 구니히코의 수상내역으로는 울프상이 있어요.	울프상	수상내역	고다이라_구니히코	293	'고다이라_구니히코'은(는) 수상내역(으)로 무엇이 있나요?	무엇이 고다이라 구니히코의 수상내역인가요?	2315	"O,O,O"
'도나우_강'의 하구은(는) 어디인가요?	'도나우_강'의 하구은(는) 다뉴브_삼각주(이)에요.	어디에 도나우 강의 하구가 있나요?	다뉴브 삼가주는 도나우 강의 하구예요.	다뉴브_삼각주	하구	도나우_강	276	'도나우_강'의 하구은(는) 어디인가요?	어디에 도나우 강의 하구가 있나요?	2175	"O,O,O"
'강근호'은(는) 기타이력(으)로 무엇이 있나요?	강근호'은(는) 기타이력(으)로 대한민국_육군사관학교이(가) 있어요.	강근호는 어떤 기타 이력을 가졌나요?	강근호는 기타이력에 대한민국 육군사관학교를 나온 것이 있네요.	대한민국_육군사관학교	기타이력	강근호	63	강근호'은(는) 기타이력(으)로 대한민국_육군사관학교이(가) 있어요.	강근호는 기타이력에 대한민국 육군사관학교를 나온 것이 있네요.	500	"O,O,O"
백승탁'의 작품 장르는 무엇인가요?	백승탁'의 작품 장르는 교육_행정(이)에요.	백승탁 어느 장르의 작품을 만드나요?	백승탁 작품의 장르는 교육 행정이에요.	교육_행정	장르	백승탁	427	백승탁'의 작품 장르는 무엇인가요?	백승탁 어느 장르의 작품을 만드나요?	3373	"O,O,O"
강감찬'은(는) 어디에서 복무했나요?	강감찬'의 고려에서 복무했어요.	'강감찬'의 복무지는 어디였나요?	'강감찬'의 복무지는 고려였어요	고려	복무	강감찬	72	강감찬'의 고려에서 복무했어요.	'강감찬'의 복무지는 고려였어요	570	"O,O,O"
뉴어크_(뉴저지_주)'은(는) 어느 나라에 있나요?	뉴어크_(뉴저지_주)'은(는) 미국에 있어요.	뉴어크(뉴저지 주)는 어디에 속해있나요?	뉴어크(뉴저지 주)는 미국에 속해있어요.	미국	국가	뉴어크_(뉴저지_주)	195	뉴어크_(뉴저지_주)'은(는) 미국에 있어요.	뉴어크(뉴저지 주)는 미국에 속해있어요.	1536	"O,O,O"
'리오그란데_강'의 길이은(는) 얼마인가요?	'리오그란데_강'의 길이은(는) 3051km(이)에요.	리오그란데 강은 몇 km인가요?	3051km는 리오그란데 강의 길이에요.	3051km	길이	리오그란데_강	250	'리오그란데_강'의 길이은(는) 3051km(이)에요.	3051km는 리오그란데 강의 길이에요.	1976	"O,O,O"
그단스크'은(는) 어느 나라에 있나요?	그단스크'은(는) 폴란드에 있어요.	그단스크가 있는 나라는 어디인가요?	그단스크가 위치한 나라는 폴란드에요.	폴란드	국가	그단스크	191	그단스크'은(는) 폴란드에 있어요.	그단스크가 위치한 나라는 폴란드에요.	1504	"O,O,O"
'2006년_동계_올림픽'의 모토은(는) 무엇인가요?	'2006년_동계_올림픽'의 모토은(는) 열정이 살아 숨쉬는 이곳(이)에요.	2006년 동계 올림픽에서 어떠한 모토를 걸었나요?	2006년에 개최한 동계 올림픽에서 열정이 살아 숨쉬는 이곳이라는 모토를 제시했어요.	열정이 살아 숨쉬는 이곳	모토	2006년_동계_올림픽	170	'2006년_동계_올림픽'의 모토은(는) 열정이 살아 숨쉬는 이곳(이)에요.	2006년에 개최한 동계 올림픽에서 열정이 살아 숨쉬는 이곳이라는 모토를 제시했어요.	1334	"O,O,O"
'48미터'의 개봉 시기은(는) 언제인가요?	'48미터'의 개봉 시기은(는) 2013년(이)에요.	'48미터'의 개봉년도는 언제인가요?	'48미터'의 개봉년도는 2013년이에요	2013년	개봉 시기	48미터	2	'48미터'의 개봉 시기은(는) 언제인가요?	'48미터'의 개봉년도는 언제인가요?	15	"O,O,O"
'고든_무어'은(는) 수상내역(으)로 무엇이 있나요?	고든_무어'은(는) 수상내역(으)로 컴퓨터_역사_박물관이 있어요.	고든 무어는 어떤 것으로 상을 탔나요?	고든 무어는 컴퓨터 역사 박물관으로 상을 탔어요.	컴퓨터_역사_박물관	수상내역	고든_무어	296	고든_무어'은(는) 수상내역(으)로 컴퓨터_역사_박물관이 있어요.	고든 무어는 컴퓨터 역사 박물관으로 상을 탔어요.	2334	"O,O,O"
'라플라타_강'의 발원국은(는) 어디인가요?	'라플라타_강'의 발원국은(는) 아르헨티나(이)에요.	라플라타 강은 어느 나라에서 시작하나요?	라플라타 강은 아르헨티나에서 시작해요.	아르헨티나	발원국	라플라타_강	260	'라플라타_강'의 발원국은(는) 어디인가요?	라플라타 강은 어느 나라에서 시작하나요?	2053	"O,O,O"
'2000년_하계_올림픽'의 개회선언은(는) 누가 했나요?	2000년_하계_올림픽'의 개회선언은(는) 윌리엄_딘이(가) 했어요.	2000년 하계 올림픽이 시작됐다고 말한 사람은 누구인가요?	2000년 하계 올림픽이 시작됐다고 말한 사람은 윌리엄 딘이에요.	윌리엄_딘	개회선언	2000년_하계_올림픽	148	'2000년_하계_올림픽'의 개회선언은(는) 누가 했나요?	2000년 하계 올림픽이 시작됐다고 말한 사람은 누구인가요?	1163	"X,O,O"
경주대학교'은 어느 도시에 있나요?	경주대학교'은(는) 경주시에 있어요.	경주대학교가 있는 도시는 어디에요?	경주시에 경주대학교가 있어요.	경주시	도시	경주대학교	360	경주대학교'은 어느 도시에 있나요?	경주대학교가 있는 도시는 어디에요?	2841	"O,O,O"
'2000년_하계_올림픽'의 참가국은(는) 얼마나 되나요?	'2000년_하계_올림픽'의 참가국은(는) 199개국(이)에요.	200년에 개최된 하계 올림픽에 몇 개 국가가 참가했어요?	2000년 하계 올림픽에 참가한 국가 수는 199개에요.	199개국	참가국	2000년_하계_올림픽	174	'2000년_하계_올림픽'의 참가국은(는) 얼마나 되나요?	200년에 개최된 하계 올림픽에 몇 개 국가가 참가했어요?	1371	"O,O,O"
